timestamp,price_usd
1701748224,40955.451309167074
1701748284,41158.29838432529
1701748344,40235.47034274056
1701748404,41025.952563526786
1701748464,40172.08803257984
1701748524,40048.389844232384
1701748584,41065.045779172455
1701748644,40458.436838122245
1701748704,40991.49089814472
1701748764,41425.62821963593
1701748824,41557.35132927716
1701748884,41592.19245481839
1701748944,41167.78797716049
1701749004,41702.23077014895
1701749064,41689.04556757802
1701749124,41810.65078988301
1701749184,40333.553197949084
1701749244,40212.417060605665
1701749304,40006.60438839767
1701749364,40567.24152901767
1701749424,41920.749238413206
1701749484,41859.98169933827
1701749544,40835.47795391083
1701749604,41193.15505767148
1701749664,40257.857193890966
1701749724,40630.96302060503
1701749784,40223.18925074181
1701749844,40819.348268144335
1701749904,40266.86425699403
1701749964,41387.56248043877
1701750024,40769.92793287662
1701750084,40508.77964483532
1701750144,41789.09047993953
1701750204,40323.07617435127
1701750264,41842.08452073464
1701750324,41641.11250465875
1701750384,41528.03613476238
1701750444,41208.40431258415
1701750504,40457.566756748805
1701750564,40237.11673065198
1701750624,40992.68028409188
1701750684,40901.42125987059
1701750744,41323.20174194633
1701750804,40001.03836119814
1701750864,41082.87048062751
1701750924,40202.797623319064
1701750984,40717.31568328651
1701751044,41175.07946569059
1701751104,40700.90758296074
1701751164,41624.13175085264
1701751224,41714.92747473968
1701751284,40739.87330690835
1701751344,40374.26479001188
1701751404,41060.50303152844
1701751464,40750.71192218452
1701751524,41415.53262895177
1701751584,40071.84687029106
1701751644,41689.278571177776
1701751704,41721.61088222893
1701751764,40627.63578781114
1701751824,41570.20915733319
1701751884,41460.21912272329
1701751944,40676.79402132003
1701752004,40744.071463091095
1701752064,40570.2392238233
1701752124,41594.631744596416
1701752184,41319.96309823179
1701752244,40708.08208128792
1701752304,41273.271712012895
1701752364,41273.37725876339
1701752424,41074.99654823658
1701752484,41074.356060162616
1701752544,41852.47770704241
1701752604,40071.389356465515
1701752664,40220.48700066156
1701752724,40950.527197287534
1701752784,40331.168830087925
1701752844,41629.030910031805
1701752904,41416.03982678926
1701752964,40576.237332496356
1701753024,41473.11268734295
1701753084,41541.32895094566
1701753144,41486.540527506615
1701753204,41560.36026599746
1701753264,40094.94454212692
1701753324,41609.98240235147
1701753384,40608.936193267175
1701753444,41737.54886399457
1701753504,40826.97537061579
1701753564,41215.01194250399
1701753624,41284.33465606141
1701753684,40279.990737788685
1701753744,40148.3788868885
1701753804,40961.181653432366
1701753864,40638.49274297715
1701753924,40899.19582214651
1701753984,41226.12206554256
1701754044,41502.17166357162
1701754104,41330.83671491446
1701754164,41736.77298880936
1701754224,41154.69430729611
1701754284,40550.93637318738
1701754344,40275.47744974038
1701754404,41301.55165768617
1701754464,40530.47428740698
1701754524,40838.59317217048
1701754584,41040.2220149959
1701754644,40407.59914106971
1701754704,41869.404268354505
1701754764,41032.30883735957
1701754824,41835.24888991277
1701754884,40313.46381795073
1701754944,40465.82570266501
1701755004,41577.2239957099
1701755064,40489.7351023971
1701755124,40943.055576194995
1701755184,40658.453725492545
1701755244,40229.40689902922
1701755304,41177.7575639405
1701755364,40006.7015051707
1701755424,40482.15191737799
1701755484,40439.61427483726
1701755544,41254.28023079841
1701755604,40680.88471019276
1701755664,41135.37987401316
1701755724,40034.79206591179
1701755784,40566.812095352965
1701755844,40361.602094442926
1701755904,41097.230655843014
1701755964,40869.07951778298
1701756024,40806.59782447886
1701756084,41855.855861639786
1701756144,41481.00067693428
1701756204,40832.48045980519
1701756264,41693.058757345614
1701756324,41602.27108429252
1701756384,41094.06996752502
1701756444,40704.095047416915
1701756504,40265.90113627009
1701756564,41987.72845477944
1701756624,40859.371662665246
1701756684,41335.83594601809
1701756744,40494.067058518165
1701756804,41261.34997112772
1701756864,40625.936853065956
1701756924,40448.27308658494
1701756984,41462.467715498395
1701757044,40696.03954760822
1701757104,40805.227301884945
1701757164,41907.33349725997
1701757224,40476.0330296766
1701757284,41292.56914952583
1701757344,40736.58852433978
1701757404,41035.940895536354
1701757464,41672.37333179407
1701757524,41900.766569845015
1701757584,41931.261243080604
1701757644,41258.63578899781
1701757704,40907.6427090809
1701757764,41505.73702063343
1701757824,41905.34126758738
1701757884,40247.026677956805
1701757944,40614.8908414657
1701758004,40098.88653368572
1701758064,41402.99290292881
1701758124,40868.49873504752
1701758184,40989.122405075024
1701758244,40010.6289173726
1701758304,41604.18372129187
1701758364,41716.4519120003
1701758424,41724.342317024784
1701758484,40195.17746586312
1701758544,40679.27365548667
1701758604,41334.83364921586
1701758664,40790.782114338566
1701758724,41822.97378305104
1701758784,40631.87891289667
1701758844,40284.33552063897
1701758904,40464.83229920035
1701758964,41784.819133480996
1701759024,40637.48812024976
1701759084,40272.5007841764
1701759144,40501.04277313307
1701759204,40676.2881321665
1701759264,41511.79703341328
1701759324,40375.23217170906
1701759384,40829.20907494545
1701759444,40260.82080111954
1701759504,41970.55169102948
1701759564,41833.28942371129
1701759624,41286.78486917972
1701759684,40644.12385636477
1701759744,41717.08258584695
1701759804,40752.55885768556
1701759864,41200.51187209009
1701759924,40991.9870720595
1701759984,41368.9874611722
1701760044,41484.99276458757
1701760104,40720.02165964941
1701760164,41134.07574872531
1701760224,40747.79372064418
1701760284,40656.614606464966
1701760344,40244.613389463215
1701760404,40105.30020573465
1701760464,41700.60686876417
1701760524,41254.67800202819
1701760584,41496.41417994566
1701760644,41470.24650070444
1701760704,41196.5908657669
1701760764,40839.276370174564
1701760824,40921.286624086395
1701760884,41605.97842790539
1701760944,40966.51805845807
1701761004,41067.38164076371
1701761064,40860.346916948445
1701761124,40379.85388063693
1701761184,40885.10878707987
1701761244,40906.26376558455
1701761304,41917.780953546055
1701761364,41100.83434208001
1701761424,40467.45164729573
1701761484,40838.95786202237
1701761544,41947.31773227348
1701761604,40931.69280962843
1701761664,41320.76474550593
1701761724,40940.68078140908
1701761784,41477.87430089878
1701761844,41199.59556825701
1701761904,41164.16236684118
1701761964,40011.07432255964
1701762024,41569.7040456853
1701762084,41402.122177385114
1701762144,40441.86851025386
1701762204,41272.76271145146
1701762264,40395.09725412018
1701762324,41665.73697416973
1701762384,41571.540899938984
1701762444,41104.1831290966
1701762504,41724.530322264975
1701762564,40947.3710615037
1701762624,41575.0105626034
1701762684,40150.04046049186
1701762744,40067.022400627735
1701762804,41875.4388283976
1701762864,40140.76714133199
1701762924,41181.3731816089
1701762984,40156.69520481983
1701763044,41661.82641330115
1701763104,41789.01632370922
1701763164,40654.0828788657
1701763224,40041.359568465086
1701763284,40006.88692969965
1701763344,40022.54113244355
1701763404,41601.29885463411
1701763464,41498.91888184878
1701763524,40856.38208864056
1701763584,40296.026825209265
1701763644,40281.20352762274
1701763704,40285.55858184196
1701763764,40304.27448930698
1701763824,41585.34153631914
1701763884,41509.60630523044
1701763944,41532.02150218371
1701764004,41370.19239067959
1701764064,41336.602335540556
1701764124,40090.71404543774
1701764184,41957.0515464254
1701764244,41456.11728820101
1701764304,40221.737063190834
1701764364,41948.20184722748
1701764424,41245.329177924235
1701764484,40119.92109294972
1701764544,40948.187101358155
1701764604,40727.99352670979
1701764664,40827.72304938659
1701764724,41295.179822309416
1701764784,40566.20828951224
1701764844,41357.446807628054
1701764904,40556.930069720314
1701764964,41013.52431962074
1701765024,40826.65554875791
1701765084,40278.290660951585
1701765144,41462.82059855816
1701765204,40133.03925146312
1701765264,40583.26044842209
1701765324,40870.62977658532
1701765384,41736.06373830249
1701765444,40074.86509288696
1701765504,40656.23919596512
1701765564,40085.88211895515
1701765624,40751.22872506981
1701765684,41023.807478695235
1701765744,40862.68589852052
1701765804,41271.20153637075
1701765864,40997.84622638364
1701765924,41075.08311794046
1701765984,40627.7625679858
1701766044,41782.40323812127
1701766104,40381.72484890438
1701766164,41930.768423770016
1701766224,41138.08231023995
1701766284,41741.374365483614
1701766344,41582.65128937566
1701766404,40524.10909280348
1701766464,41736.26369234206
1701766524,40838.55347511797
1701766584,40477.46873542631
1701766644,41154.960726002115
1701766704,40420.355726461865
1701766764,40428.51639190156
1701766824,40288.70085493901
1701766884,41447.840938705376
1701766944,40071.6481027084
1701767004,40391.09726548259
1701767064,40631.34565256754
1701767124,40301.12728626662
1701767184,40470.81241549396
1701767244,40659.2068647145
1701767304,40519.042051573575
1701767364,40058.947013286415
1701767424,41489.691192199665
1701767484,40921.24311917665
1701767544,41619.6965108834
1701767604,40739.61427065259
1701767664,41872.95321849415
1701767724,40794.79976457063
1701767784,41418.147225537396
1701767844,40652.44137330354
1701767904,40707.90635889999
1701767964,40455.75847794647
1701768024,40889.69539634942
1701768084,40137.195208038014
1701768144,41783.732183839915
1701768204,40949.599753468516
1701768264,40109.93599857949
1701768324,40761.71514595059
1701768384,41022.61479173566
1701768444,40711.4549985914
1701768504,41395.70413633322
1701768564,41673.748939521174
1701768624,40947.84030324746
1701768684,40935.68097964214
1701768744,40709.31146705061
1701768804,41096.135153257535
1701768864,41425.56056126558
1701768924,40385.99921811775
1701768984,40407.23410019827
1701769044,40659.823306464416
1701769104,40218.28170297582
1701769164,40937.07440824817
1701769224,40310.59887462174
1701769284,40507.926920977814
1701769344,40312.65180428563
1701769404,41106.80051250705
1701769464,41774.91962325638
1701769524,41065.57984350756
1701769584,40883.89333245038
1701769644,40757.70820965956
1701769704,41680.389254046844
1701769764,41244.05573299214
1701769824,41661.30125885865
1701769884,41871.05659201467
1701769944,41748.55042101099
1701770004,40331.07469286623
1701770064,40179.49838623403
1701770124,41421.06112693048
1701770184,40544.435896846604
1701770244,40779.51565028933
1701770304,41970.66086415651
1701770364,41857.54915535233
1701770424,41387.07274795996
1701770484,41205.8934531881
1701770544,40936.773325029855
1701770604,40764.83305438408
1701770664,41439.90760876164
1701770724,40043.99061776394
1701770784,40913.7129646839
1701770844,40755.69104427245
1701770904,41471.977733549225
1701770964,40379.93125317545
1701771024,40251.122466511144
1701771084,40570.86129383463
1701771144,41937.442327280456
1701771204,40834.01515370404
1701771264,41426.7681572272
1701771324,41219.74134181408
1701771384,41223.015780625385
1701771444,41315.345390036244
1701771504,40192.53671844105
1701771564,41710.8310783647
1701771624,40000.05045129858
1701771684,41759.570582813525
1701771744,41823.59773584852
1701771804,40301.26349618411
1701771864,40977.81841473996
1701771924,41390.12935401354
1701771984,40009.31954775876
1701772044,41821.052535799645
1701772104,41882.877124776656
1701772164,41183.14011945397
1701772224,41058.38568083349
1701772284,41426.715097864384
1701772344,40920.261129119244
1701772404,41260.30900843776
1701772464,41338.168414424
1701772524,41162.52487996547
1701772584,40320.49930135992
1701772644,41751.02178538494
1701772704,40388.72270879605
1701772764,41996.60957094409
1701772824,40748.71693378131
1701772884,41290.88902497816
1701772944,41092.692092586
1701773004,41606.62364478301
1701773064,41201.58727360322
1701773124,40799.97345420046
1701773184,41039.12719953612
1701773244,41644.164376508015
1701773304,40045.26744857673
1701773364,41641.62193879566
1701773424,40381.50489245478
1701773484,41206.482668944795
1701773544,41102.20702400967
1701773604,41521.952907950144
1701773664,41584.2762762526
1701773724,41137.813103429406
